Phase Info [04-015-1684] Hydrotalcite ● Mg0.64Al0.36(CO3)0.18(OH)2(H2O...
Name: Hydrotalcite, syn
Formula: Mg0.64Al0.36(CO3)0.18(OH)2(H2O)0.46

Powder Pattern (QM(I): Indexed, Calculated)
Radiation: CuKα1
λ: 1.5406 Å
Filter: 
Calibration: 
2θ: 149.813°
Lines: 65
RIR: 2.41
Reference: Bellotto M., Rebours B., Clause O., Lynch J., Bazin D., Elkaim E., J. Phys. Chem., v100 p8527-8534 (1996)

Unit Cell Data (Powder Diffraction)
Crystal System: Hexagonal
S.G: R-3m (166)
Z: 3
P.S: hR7.1
Lattice Constants: 3.0460, 3.0460, 22.7720 (Å) <90.00°, 90.00°, 120.00°>
Volume: 182.97
Density: 2.134
Mwt: 78.37
F(30): 999.9 (0.0001,32/0)
Reference: Bellotto M., Rebours B., Clause O., Lynch J., Bazin D., Elkaim E., J. Phys. Chem., v100 p8527-8534 (1996)

ANX: AB6X18. LPF Collection Code: 1921256. Sample Preparation: Compound Preparation: precipitated at 333 K (60°C) for 0.5 h, washed with water, dried at 373 K (100°C) for 16 h. SOLVENT: water. Calculated Pattern Original Remarks: LPF Editor Comment: unit for isotropic displacement parameters omitted, assumed to be Å2. Minor Warning: Only profile R factor reported/abstracted. LPF Editor Comment: refined composition differs from nominal composition. LPF Editor Comment: short interatomic distances for partly occupied sites. Wyckoff Sequence: h c3 a. LPF Prototype Structure: ( Mg0.67 Al0.33 ) ( C O3 )0.17 ( O H )2 ( H2 O )0.5,hR33,166

#	Angle	d(Å)	I%(f)	( h k l)	θ(°)	1/(2d)	2π/d
1	11.6487	7.59067	100.0	( 0 0 3)	5.8244	0.06587	0.82775
2	23.4201	3.79533	37.5	( 0 0 6)	11.7100	0.13174	1.65550
3	34.1906	2.62039	1.1	( 1 0 1)	17.0953	0.19081	2.39781
4	34.8844	2.56985	25.8	( 0 1 2)	17.4422	0.19456	2.44496
5	35.4487	2.53022	1.7	( 0 0 9)	17.7244	0.19761	2.48326
6	37.5477	2.39346	0.1	( 1 0 4)	18.7738	0.20890	2.62515
7	39.4436	2.28267	22.9	( 0 1 5)	19.7218	0.21904	2.75256
8	44.1658	2.04894	0.1	( 1 0 7)	22.0829	0.24403	3.06655
9	46.9214	1.93483	26.4	( 0 1 8)	23.4607	0.25842	3.24741
10	47.8971	1.89767	0.7	(0,0,12)	23.9486	0.26348	3.31100
11	53.0860	1.72376	5.9	(1,0,10)	26.5430	0.29006	3.64505
12	56.4573	1.62856	4.0	(0,1,11)	28.2287	0.30702	3.85812
13	60.7656	1.52300	7.2	( 1 1 0)	30.3828	0.32830	4.12553
14	62.1092	1.49324	7.7	( 1 1 3)	31.0546	0.33484	4.20775
15	63.7229	1.45926	2.8	(1,0,13)	31.8614	0.34264	4.30573
16	66.0465	1.41344	2.5	( 1 1 6)	33.0232	0.35375	4.44531
17	67.6092	1.38452	1.6	(0,1,14)	33.8046	0.36114	4.53817
18	71.6056	1.31675	0.2	( 0 2 1)	35.8028	0.37972	4.77174
19	72.0193	1.31020	0.8	( 2 0 2)	36.0097	0.38162	4.79559
20	72.3612	1.30485	0.2	( 1 1 9)	36.1806	0.38319	4.81526
